,,,,,,,,,,,,MaxLv_preAdjust,,,MaxLv120minConversion,
STATE,DATE,TIME,JDM CODE,PANEL-ID,SERIAL,LINE,POWER ON TIME(min),ETI(h),Integlated AgingTime(min),InternalTemp,Calc EnvTemp,u',v',Lv,u',v',Lv
OK,20201020,222340,NX,YDAS011DNS0101,21090,S3,3,0,3,225,222.777153166741,0.192181149603251,0.449970969614864,620,0.193958583094581,0.442895589213001,518.811718074367
OK,20201020,222530,NX,YDAS011DNS0101,21091,S3,3,0,3,230,227.777153166741,0.192086853220697,0.448084411298838,603.5,0.193612451702683,0.441908901030892,516.125906782519
OK,20201020,222626,NX,YDAS011DNS0101,21092,S3,3,0,3,230,227.777153166741,0.19374183875804,0.447163515016685,616.4,0.195267437240026,0.440988004748739,527.158258393943
OK,20201020,222735,NX,YDAS011DNS0101,21093,S3,3,0,3,230,227.777153166741,0.191424047565192,0.449243868549456,617.9,0.192949646047178,0.443068358281509,528.441089976667
OK,20201020,222847,NX,YDAS011DNS0101,21094,S3,3,0,3,230,227.777153166741,0.192075775700022,0.447696701901716,611.3,0.193601374182008,0.44152119163377,522.796631012683
OK,20201020,223001,NX,YDAS011DNS0101,21095,S3,3,0,3,230,227.777153166741,0.191995581079874,0.450705483847385,616.5,0.193521179561859,0.444529973579439,527.243780499458
OK,20201020,223110,NX,YDAS011DNS0101,21096,S3,3,0,3,230,227.777153166741,0.191863039307325,0.447262262016038,606.1,0.193388637789311,0.441086751748092,518.349481525907
OK,20201020,223300,NX,YDAS011DNS0101,21097,S3,3,0,3,230,227.777153166741,0.190701657180275,0.447967561577595,592.9,0.192227255662261,0.441792051309649,507.060563597938
OK,20201020,223448,NX,YDAS011DNS0101,21098,S3,3,0,3,230,227.777153166741,0.191200990507635,0.448328518365662,603.5,0.192726588989621,0.442153008097716,516.125906782519
OK,20201020,223631,NX,YDAS011DNS0101,21099,S3,3,0,3,230,227.777153166741,0.193110244303018,0.448318620406487,606.6,0.194635842785003,0.442143110138541,518.777092053482
OK,20201020,223726,NX,YDAS011DNS0101,21100,S3,3,0,3,230,227.777153166741,0.192607099143207,0.449155446756426,611.6,0.194132697625193,0.44297993648848,523.053197329227
OK,20201020,223827,NX,YDAS011DNS0101,21101,S3,3,0,3,230,227.777153166741,0.19290455044645,0.449362555507807,627.4,0.194430148928436,0.443187045239861,536.565690000584
OK,20201020,224018,NX,YDAS011DNS0101,21102,S3,3,0,3,230,227.777153166741,0.191747393935424,0.450003684930273,610.6,0.193272992417409,0.443828174662327,522.197976274078
OK,20201020,224251,NX,YDAS011DNS0101,21105,S3,3,0,3,230,227.777153166741,0.189762219286658,0.446730515191546,601.2,0.191287817768643,0.4405550049236,514.158898355676
OK,20201020,224428,NX,YDAS011DNS0101,21106,S3,3,0,3,230,227.777153166741,0.19201301342009,0.446888979259862,610.5,0.193538611902075,0.440713468991916,522.112454168563
OK,20201020,224638,NX,YDAS011DNS0101,21108,S3,3,0,3,230,227.777153166741,0.191151733110152,0.448064700569279,600.8,0.192677331592137,0.441889190301333,513.816809933616
OK,20201020,224811,NX,YDAS011DNS0101,21109,S3,3,0,3,230,227.777153166741,0.19111402860063,0.446010286920322,596.4,0.192639627082616,0.439834776652376,510.05383729096
OK,20201020,224939,NX,YDAS011DNS0101,21110,S3,3,0,3,230,227.777153166741,0.191795897948975,0.44752376188094,596.4,0.19332149643096,0.441348251612994,510.05383729096
OK,20201020,225343,NX,YDAS011DNS0101,21111,S3,3,0,3,225,222.777153166741,0.191172539856353,0.448451874908389,577.9,0.192949973347683,0.441376494506526,483.58272883093
OK,20201020,225437,NX,YDAS011DNS0101,21112,S3,3,0,3,225,222.777153166741,0.191054499747727,0.448912572030485,563.5,0.192831933239057,0.441837191628622,471.532908282106
OK,20201020,225634,NX,YDAS011DNS0101,21104,S3,3,0,3,230,227.777153166741,0.191842940595908,0.452212649043719,565.1,0.193368539077894,0.446037138775773,483.285418264791
OK,20201020,225728,NX,YDAS011DNS0101,21113,S3,3,0,3,225,222.777153166741,0.192862902868486,0.448536514041135,562.4,0.194640336359816,0.441461133639272,470.612435879071
OK,20201020,225833,NX,YDAS011DNS0101,21114,S3,3,0,3,230,227.777153166741,0.191068729949714,0.448993840198669,564.5,0.1925943284317,0.442818329930723,482.772285631702
OK,20201020,225939,NX,YDAS011DNS0101,21115,S3,3,0,3,230,227.777153166741,0.19029451198114,0.448570631585578,553.9,0.191820110463125,0.442395121317632,473.706942447121
OK,20201020,230055,NX,YDAS011DNS0101,21116,S3,3,0,3,230,227.777153166741,0.192123415678412,0.449327194264161,587.7,0.193649014160398,0.443151683996215,502.613414111162
OK,20201020,230204,NX,YDAS011DNS0101,21117,S3,3,0,3,230,227.777153166741,0.192344909149554,0.448903343726481,556.7,0.193870507631539,0.442727833458535,476.101561401538
OK,20201020,230323,NX,YDAS011DNS0101,21118,S3,3,0,3,230,227.777153166741,0.194318084284611,0.450115869882414,582.7,0.195843682766596,0.443940359614467,498.337308835417
OK,20201020,230434,NX,YDAS011DNS0101,21119,S3,3,0,3,230,227.777153166741,0.191575917997548,0.449832122364143,562.7,0.193101516479534,0.443656612096197,481.232887732433
OK,20201020,230549,NX,YDAS011DNS0101,21120,S3,3,0,3,230,227.777153166741,0.192619742367091,0.449887908333926,561.9,0.194145340849077,0.44371239806598,480.548710888314
OK,20201020,230805,NX,YDAS011DNS0101,21121,S3,4,0,4,235,231.136149278459,0.191292363148037,0.450922359260699,567.1,0.192622980102996,0.445494240371171,493.787566275087
OK,20201020,230859,NX,YDAS011DNS0101,21122,S3,3,0,3,230,227.777153166741,0.19211662882603,0.449546765905871,585.2,0.193642227308016,0.443371255637925,500.475361473289
OK,20201020,231004,NX,YDAS011DNS0101,21123,S3,3,0,3,230,227.777153166741,0.192021035916437,0.450180563974286,585.9,0.193546634398423,0.44400505370634,501.074016211894
OK,20201020,231106,NX,YDAS011DNS0101,21124,S3,3,0,3,230,227.777153166741,0.191873993198496,0.449973151959907,586.6,0.193399591680482,0.443797641691961,501.672670950498
OK,20201020,231213,NX,YDAS011DNS0101,21125,S3,3,0,3,230,227.777153166741,0.192100100353497,0.449556546031516,552.5,0.193625698835483,0.44338103576357,472.509632969912
OK,20201020,231319,NX,YDAS011DNS0101,21126,S3,3,0,3,230,227.777153166741,0.191508333904932,0.450030866314562,583.2,0.193033932386917,0.443855356046616,498.764919362991
OK,20201020,231426,NX,YDAS011DNS0101,21127,S3,3,0,3,225,222.777153166741,0.191282042146891,0.44986372624116,561.2,0.193059475638221,0.442788345839297,469.608284166669
OK,20201020,231544,NX,YDAS011DNS0101,21128,S3,3,0,3,230,227.777153166741,0.192099286467927,0.447271946923228,555.8,0.193624884949912,0.441096436655282,475.331862451904
OK,20201020,231651,NX,YDAS011DNS0101,21129,S3,3,0,3,230,227.777153166741,0.191885327221101,0.450523416920393,585.3,0.193410925703087,0.444347906652447,500.560883578804
OK,20201020,231803,NX,YDAS011DNS0101,21130,S3,3,0,3,230,227.777153166741,0.191576086956522,0.450485994983278,574.7,0.193101685438507,0.444310484715332,491.495540394223
OK,20201020,231923,NX,YDAS011DNS0101,21131,S3,3,0,3,225,222.777153166741,0.191636033386671,0.44651645547723,573.6,0.193413466878001,0.439441075075368,479.984518528157
OK,20201020,234725,NX,YDAS011DNS0101,21132,S3,30,0.5,30,285,259.988756126792,0.191288585594711,0.446633256917418,558.5,0.191288585662184,0.446633257132437,558.50000009195
OK,20201020,234831,NX,YDAS011DNS0101,21133,S3,30,0.5,30,280,254.988756126792,0.192107235768773,0.446606993253671,562.7,0.192107235836245,0.44660699346869,562.700000092641
OK,20201020,234939,NX,YDAS011DNS0101,21134,S3,30,0.5,30,270,247.082913350469,0.191622718612806,0.446806748212166,539.4,0.191802869222097,0.445751472559616,526.518394725237
OK,20201020,235157,NX,YDAS011DNS0101,21135,S3,4,0,4,230,226.136149278459,0.19049310470372,0.447550460426416,560,0.192090001909014,0.441167713879705,476.287341866449
OK,20201020,235252,NX,YDAS011DNS0101,21136,S3,3,0,3,230,227.777153166741,0.192318644243298,0.445919010104322,574.2,0.193844242725283,0.439743499836376,491.067929866649
OK,20201020,235357,NX,YDAS011DNS0101,21137,S3,3,0,3,230,227.777153166741,0.191665507165716,0.450031306525671,575,0.193191105647702,0.443855796257725,491.752106710768
OK,20201020,235501,NX,YDAS011DNS0101,21138,S3,3,0,3,230,227.777153166741,0.190697061536434,0.449466332850178,568.5,0.19222266001842,0.443290822582232,486.193169852298
OK,20201020,235653,NX,YDAS011DNS0101,21139,S3,3,0,3,225,222.777153166741,0.190211404291035,0.450401300949483,572.4,0.191988837782365,0.44332592054762,478.980366815755
OK,20201020,235829,NX,YDAS011DNS0101,21140,S3,3,0,3,225,222.777153166741,0.191801182122982,0.450295530745567,579,0.193578615614312,0.443220150343704,484.503201233966
OK,20201020,235923,NX,YDAS011DNS0101,21141,S3,3,0,3,225,222.777153166741,0.193538539811753,0.448359196133299,587.5,0.195315973303083,0.441283815731436,491.615942530147
